player,phase,total_innings,high_pressure_innings,low_pressure_innings,pts,high_dismissal_rate,low_dismissal_rate,sr_delta,high_pressure_sr,low_pressure_sr,boundary_delta,high_pressure_boundary_pct,low_pressure_boundary_pct,overall_sr,overall_dismissal_rate,overall_dot_density
SR Taylor,MO,55,11,44,2.25,0.8182,0.3636,-38.71,77.19,115.89,-0.0444,0.0791,0.1235,108.15,0.4545,0.3285
DA Miller,MO,136,14,122,1.508,0.6429,0.4262,-47.16,80.67,127.83,-0.0515,0.0841,0.1356,122.97,0.4485,0.2868
CR Ervine,MO,31,4,27,1.588,1.0,0.6296,-48.25,70.75,119.0,-0.054,0.0654,0.1194,112.77,0.6774,0.3096
CA Ingram,MO,30,4,26,1.733,1.0,0.5769,-50.15,78.04,128.19,-0.0466,0.0986,0.1452,121.5,0.6333,0.322
SPD Smith,MO,102,5,97,2.205,1.0,0.4536,-54.0,65.0,119.0,-0.0838,0.0294,0.1132,116.35,0.4804,0.261
DT Christian,MO,50,4,46,1.438,0.5,0.3478,-73.58,47.4,120.98,-0.0931,0.0147,0.1078,115.09,0.36,0.2909
STR Binny,MO,25,6,19,1.979,0.8333,0.4211,-65.67,66.72,132.39,-0.098,0.0593,0.1573,116.63,0.52,0.3606
M Klinger,MO,30,3,27,1.2,0.6667,0.5556,-67.65,52.82,120.47,-0.0893,0.0133,0.1027,113.7,0.5667,0.2859
CJ Ferguson,MO,47,4,43,1.194,0.5,0.4186,-48.88,70.77,119.65,-0.0659,0.0442,0.1102,115.49,0.4255,0.2498
MS Wade,MO,58,7,51,0.971,0.5714,0.5882,-61.49,75.43,136.92,-0.0937,0.0524,0.1462,129.5,0.5862,0.2732
E Chigumbura,MO,12,4,8,1.333,0.5,0.375,-62.14,69.36,131.5,-0.1045,0.0792,0.1836,110.78,0.4167,0.3903
AD Hales,MO,51,5,46,1.415,0.8,0.5652,-65.68,74.87,140.55,-0.0954,0.061,0.1564,134.11,0.5882,0.2622
J Charles,MO,18,5,13,1.182,1.0,0.8462,-58.95,87.42,146.37,-0.0983,0.0778,0.1761,130.0,0.8889,0.3444
BA Stokes,MO,32,3,29,1.933,1.0,0.5172,-8.38,131.06,139.44,0.068,0.2141,0.1461,138.65,0.5625,0.2678
JC Buttler,MO,122,9,113,1.658,0.7778,0.469,-55.01,92.64,147.64,-0.0837,0.0943,0.178,143.58,0.4918,0.2651
AD Russell,MO,71,21,50,1.378,0.5238,0.38,-45.33,125.48,170.8,-0.0564,0.1939,0.2503,157.4,0.4225,0.3788
D van Niekerk,MO,31,7,24,0.571,0.2857,0.5,-45.0,59.21,104.22,-0.0675,0.0408,0.1083,94.06,0.4516,0.3771
NJ Maddinson,MO,41,9,32,1.31,0.7778,0.5938,-43.78,89.08,132.86,-0.0174,0.1193,0.1366,123.25,0.6341,0.332
BR Dunk,MO,24,3,21,1.312,1.0,0.7619,-33.74,101.26,135.0,0.0233,0.1439,0.1206,130.78,0.7917,0.272
GJ Maxwell,MO,175,14,161,1.332,0.7857,0.5901,-62.88,89.82,152.69,-0.0859,0.1099,0.1958,147.66,0.6057,0.2676
MG Neser,MO,10,3,7,,1.0,0.0,-75.19,77.57,152.76,-0.0965,0.0945,0.1909,130.2,0.3,0.3448
PJ Forrest,MO,11,3,8,0.667,0.3333,0.5,-42.29,65.98,108.27,-0.015,0.059,0.074,96.74,0.4545,0.3874
BJ Rohrer,MO,30,4,26,1.625,0.75,0.4615,-33.6,91.42,125.02,0.0075,0.1295,0.1221,120.54,0.5,0.2964
JW Wells,MO,77,13,64,2.462,0.8462,0.3438,-32.87,81.3,114.16,0.004,0.0927,0.0887,108.62,0.4286,0.2926
TLW Cooper,MO,51,9,42,1.42,0.7778,0.5476,-45.96,79.19,125.15,-0.0683,0.0688,0.1371,117.04,0.5882,0.3357
UT Khawaja,MO,34,6,28,1.647,1.0,0.6071,-58.97,67.27,126.24,-0.0723,0.053,0.1253,115.84,0.6765,0.2952
PM Nevill,MO,11,3,8,0.889,0.3333,0.375,-56.52,51.11,107.63,-0.0535,0.0333,0.0869,92.22,0.3636,0.3899
CA Lynn,MO,77,4,73,1.19,0.75,0.6301,-83.52,63.04,146.56,-0.13,0.0513,0.1813,142.22,0.6364,0.2941
KS Williamson,MO,89,6,83,1.383,0.6667,0.4819,-39.92,88.17,128.09,-0.0233,0.1052,0.1285,125.4,0.4944,0.2688
KJ Martin,MO,18,3,15,2.5,0.6667,0.2667,-52.5,62.07,114.57,-0.1339,0.0196,0.1535,105.82,0.3333,0.3579
TT Beaumont,MO,30,3,27,1.125,0.6667,0.5926,-58.0,62.63,120.63,-0.1076,0.0344,0.142,114.83,0.6,0.3291
SW Bates,MO,53,6,47,1.119,0.6667,0.5957,-34.66,82.65,117.32,-0.0328,0.0822,0.115,113.4,0.6038,0.2763
PR Stirling,MO,28,3,25,1.042,0.6667,0.64,-33.81,100.26,134.06,-0.031,0.1238,0.1548,130.44,0.6429,0.2873
RR Patel,MO,40,13,27,1.212,0.5385,0.4444,-50.35,91.34,141.69,-0.0737,0.1078,0.1815,125.33,0.475,0.3704
JM Bairstow,MO,48,6,42,2.0,1.0,0.5,-56.48,88.5,144.97,-0.0796,0.0987,0.1783,137.91,0.5625,0.2993
NR Kumar,MO,16,5,11,1.467,0.8,0.5455,-53.81,78.12,131.94,-0.0431,0.0651,0.1082,115.12,0.625,0.3115
RD Berrington,MO,43,3,40,2.105,1.0,0.475,-37.21,98.37,135.57,-0.0417,0.1044,0.1461,132.98,0.5116,0.2803
W Barresi,MO,15,4,11,1.65,0.75,0.4545,-78.1,52.31,130.42,-0.1221,0.0178,0.1399,109.59,0.5333,0.316
Mandeep Singh,MO,31,3,28,1.333,0.6667,0.5,-41.04,83.03,124.07,-0.0678,0.0574,0.1251,120.1,0.5161,0.2687
F du Plessis,MO,103,4,99,1.401,0.75,0.5354,-38.79,88.42,127.21,0.0026,0.1218,0.1192,125.7,0.5437,0.2441
Gurkeerat Singh,MO,10,3,7,1.167,0.3333,0.2857,-39.46,71.12,110.58,0.0105,0.1119,0.1014,98.74,0.3,0.351
Javeria Khan,MO,24,5,19,1.9,0.8,0.4211,-43.02,61.41,104.44,-0.0505,0.0409,0.0914,95.47,0.5,0.3552
Nain Abidi,MO,17,7,10,1.071,0.4286,0.4,-29.55,57.24,86.79,-0.029,0.0306,0.0595,74.62,0.4118,0.408
Bismah Maroof,MO,63,14,49,1.167,0.4286,0.3673,-40.53,59.67,100.2,-0.0333,0.0486,0.0819,91.2,0.381,0.3575
DN Wyatt,MO,38,3,35,1.842,1.0,0.5429,-27.71,115.76,143.46,-0.0457,0.1386,0.1843,141.28,0.5789,0.2767
Sana Mir,MO,23,11,12,2.182,0.5455,0.25,-10.52,61.42,71.94,0.0386,0.0555,0.0169,66.91,0.3913,0.4515
SA Campbelle,MO,37,13,24,1.662,0.6923,0.4167,-33.0,69.73,102.73,-0.0177,0.0726,0.0903,91.14,0.5135,0.4049
CR Seneviratna,MO,10,3,7,2.333,1.0,0.4286,-40.62,56.24,96.85,-0.009,0.0434,0.0524,84.67,0.6,0.3861
T Chetty,MO,12,3,9,3.0,1.0,0.3333,-29.67,55.37,85.04,-0.013,0.0185,0.0315,77.62,0.5,0.348
MM Lanning,MO,53,6,47,1.958,0.6667,0.3404,-37.5,84.33,121.83,-0.0462,0.1027,0.1489,117.59,0.3774,0.3319
Nida Dar,MO,58,13,45,1.385,0.6154,0.4444,-60.08,53.97,114.05,-0.0869,0.0376,0.1246,100.58,0.4828,0.3561
AC Jayangani,MO,40,15,25,1.795,0.9333,0.52,-40.48,93.77,134.25,-0.0536,0.1359,0.1895,119.07,0.675,0.3939
HASD Siriwardene,MO,24,9,15,1.0,0.3333,0.3333,-33.37,65.52,98.89,-0.0445,0.0564,0.1009,86.38,0.3333,0.4075
Ritu Moni,MO,12,7,5,2.857,0.5714,0.2,-47.49,49.44,96.93,-0.0352,0.0457,0.0809,69.23,0.4167,0.5191
Rumana Ahmed,MO,20,7,13,9.286,0.7143,0.0769,-29.0,68.65,97.65,-0.0356,0.066,0.1016,87.5,0.3,0.4139
Fargana Hoque,MO,27,8,19,1.484,0.625,0.4211,-30.98,64.66,95.65,-0.0224,0.047,0.0694,86.47,0.4815,0.3776
JA Burns,MO,33,5,28,0.747,0.4,0.5357,-30.85,106.13,136.97,-0.0195,0.1175,0.137,132.3,0.5152,0.2896
HWR Cartwright,MO,45,7,38,0.603,0.2857,0.4737,-25.8,91.2,117.0,0.0351,0.1484,0.1133,112.99,0.4444,0.3366
C Munro,MO,50,6,44,1.913,1.0,0.5227,-86.09,63.69,149.79,-0.1139,0.0623,0.1762,139.46,0.58,0.2815
Q de Kock,MO,70,4,66,1.125,0.75,0.6667,-28.47,101.32,129.79,0.0264,0.1719,0.1455,128.17,0.6714,0.2627
BCJ Cutting,MO,29,5,24,0.436,0.2,0.4583,-39.18,93.4,132.58,-0.0365,0.099,0.1355,125.82,0.4138,0.3328
JDS Neesham,MO,19,4,15,1.875,0.5,0.2667,-70.94,74.4,145.33,-0.1242,0.0621,0.1863,130.4,0.3158,0.326
Kycia A Knight,MO,11,5,6,3.6,0.6,0.1667,-40.4,58.82,99.21,-0.0686,0.0213,0.09,80.85,0.3636,0.4161
M du Preez,MO,35,9,26,1.685,0.7778,0.4615,-44.34,65.77,110.11,-0.048,0.0634,0.1114,98.71,0.5429,0.3801
Kyshona A Knight,MO,12,8,4,1.5,0.75,0.5,-7.66,78.26,85.92,0.0434,0.089,0.0456,80.81,0.6667,0.4368
NND de Silva,MO,33,11,22,5.333,0.7273,0.1364,-18.85,66.24,85.09,0.0129,0.0583,0.0454,78.8,0.3333,0.4085
NM Odhiambo,MO,10,5,5,4.0,0.8,0.2,-14.08,85.81,99.89,0.0155,0.091,0.0755,92.85,0.5,0.4065
SV Samson,MO,103,6,97,1.198,0.6667,0.5567,-54.4,88.96,143.36,-0.08,0.0806,0.1606,140.2,0.5631,0.2515
Sikandar Raza,MO,59,10,49,2.13,1.0,0.4694,-34.3,95.11,129.4,-0.0023,0.1318,0.1341,123.59,0.5593,0.3279
NR Sciver,MO,43,5,38,1.9,0.6,0.3158,-44.58,73.63,118.22,-0.0248,0.0937,0.1185,113.03,0.3488,0.2873
EAJ Richardson,MO,18,3,15,0.625,0.3333,0.5333,-57.11,59.15,116.26,-0.0953,0.0558,0.1511,106.74,0.5,0.3683
KJ Garth,MO,15,8,7,0.438,0.125,0.2857,-36.43,60.01,96.44,-0.0515,0.0288,0.0803,77.01,0.2,0.4329
JE Root,MO,21,3,18,1.8,1.0,0.5556,-51.7,74.5,126.19,-0.0733,0.0581,0.1314,118.81,0.619,0.2493
Lata Mondal,MO,10,7,3,0.286,0.2857,1.0,-33.35,51.53,84.87,-0.0093,0.024,0.0333,61.53,0.5,0.4748
BN Cooper,MO,22,3,19,1.267,0.6667,0.5263,-23.98,99.05,123.03,-0.0102,0.1122,0.1223,119.76,0.5455,0.2807
BR McDermott,MO,64,3,61,0.598,0.3333,0.5574,-39.89,97.07,136.96,0.0137,0.155,0.1414,135.09,0.5469,0.2648
CL Tryon,MO,21,5,16,2.4,0.6,0.25,-62.64,62.73,125.37,-0.0776,0.0741,0.1517,110.45,0.3333,0.3785
IMHC Joyce,MO,15,8,7,1.167,0.5,0.4286,-16.6,72.53,89.13,0.0214,0.0769,0.0555,80.27,0.4667,0.4303
S Luus,MO,33,7,26,1.857,0.5714,0.3077,-25.4,76.55,101.95,0.0069,0.0924,0.0855,96.57,0.3636,0.3407
Sidra Ameen,MO,17,5,12,1.6,0.8,0.5,-18.6,75.69,94.3,0.0154,0.0955,0.0801,88.82,0.5882,0.3748
L Lee,MO,22,5,17,1.275,0.6,0.4706,-36.8,88.57,125.37,-0.0588,0.1021,0.1609,117.01,0.5,0.3834
MP Stoinis,MO,106,9,97,1.64,0.7778,0.4742,-42.6,96.8,139.39,-0.0328,0.129,0.1618,135.78,0.5,0.294
Babar Hayat,MO,40,9,31,1.531,0.8889,0.5806,-65.19,64.8,129.99,-0.0898,0.0449,0.1346,115.33,0.65,0.3439
G Malla,MO,12,3,9,1.8,1.0,0.5556,-78.24,46.76,125.0,-0.0975,0.0185,0.116,105.44,0.6667,0.3496
MS Chapman,MO,36,4,32,2.286,1.0,0.4375,-51.47,94.57,146.04,-0.0741,0.108,0.1821,140.32,0.5,0.2768
Rohan Mustafa,MO,12,3,9,2.25,1.0,0.4444,-56.49,68.01,124.5,-0.063,0.046,0.1091,110.38,0.5833,0.275
S Vesawkar,MO,10,4,6,1.5,0.5,0.3333,-53.27,57.28,110.55,-0.0769,0.0147,0.0916,89.24,0.4,0.3768
Nizakat Khan,MO,37,3,34,2.615,1.0,0.3824,-65.16,68.28,133.44,-0.0932,0.0384,0.1316,128.15,0.4324,0.2518
EA Perry,MO,44,7,37,2.349,0.5714,0.2432,-38.03,80.85,118.88,-0.0358,0.0919,0.1277,112.83,0.2955,0.3216
HC Knight,MO,62,11,51,1.623,0.6364,0.3922,-58.9,64.29,123.18,-0.0787,0.0658,0.1446,112.73,0.4355,0.3211
SACA King,MO,10,5,5,1.667,1.0,0.6,-59.94,48.87,108.81,-0.0924,0.0356,0.128,78.84,0.8,0.4919
MV Waldron,MO,12,4,8,2.0,1.0,0.5,-35.71,64.71,100.42,-0.0241,0.0554,0.0796,88.52,0.6667,0.382
AE Jones,MO,42,5,37,0.411,0.2,0.4865,-48.27,78.25,126.52,-0.0582,0.1014,0.1596,120.77,0.4524,0.3037
KL Rahul,MO,100,3,97,1.437,0.6667,0.4639,-57.88,78.33,136.21,-0.052,0.0881,0.1401,134.47,0.47,0.2295
CJ Anderson,MO,31,6,25,1.389,0.5,0.36,-57.58,67.06,124.64,-0.0822,0.0543,0.1365,113.5,0.3871,0.3624
SA Yadav,MO,135,7,128,1.187,0.7143,0.6016,-74.92,75.86,150.77,-0.1331,0.0681,0.2012,146.89,0.6074,0.2696
AR Patel,MO,48,9,39,1.667,0.5556,0.3333,-36.54,91.16,127.7,-0.022,0.1218,0.1438,120.85,0.375,0.3283
R Tewatia,MO,21,4,17,0.531,0.25,0.4706,-18.44,84.98,103.41,0.0338,0.1191,0.0853,99.9,0.4286,0.3489
GWHM Perera,MO,22,8,14,2.45,0.875,0.3571,-20.58,78.15,98.72,-0.0079,0.085,0.0929,91.24,0.5455,0.397
Aizaz Khan,MO,23,5,18,2.057,0.8,0.3889,-39.14,76.14,115.29,-0.009,0.0748,0.0838,106.78,0.4783,0.3029
Sarfraz Ahmed,MO,20,3,17,2.429,1.0,0.4118,-43.27,77.38,120.65,-0.034,0.0929,0.1269,114.16,0.5,0.2965
TM Head,MO,48,6,42,1.522,0.8333,0.5476,-76.42,66.37,142.79,-0.1159,0.0472,0.1631,133.24,0.5833,0.2954
JJ Peirson,MO,40,4,36,0.9,0.5,0.5556,-33.3,77.48,110.77,-0.0137,0.0699,0.0836,107.44,0.55,0.2744
AC Agar,MO,20,5,15,3.0,0.8,0.2667,-48.83,69.52,118.35,-0.0601,0.0545,0.1146,106.14,0.4,0.3717
AI Ross,MO,52,5,47,1.567,0.6,0.383,-40.01,87.63,127.63,-0.0355,0.0892,0.1247,123.79,0.4038,0.2683
AJ Turner,MO,55,4,51,0.58,0.25,0.4314,-99.79,49.04,148.83,-0.1512,0.0125,0.1637,141.57,0.4182,0.2559
DJ Hooda,MO,42,5,37,0.965,0.6,0.6216,-57.74,75.86,133.6,-0.0968,0.0382,0.135,126.73,0.619,0.2701
SS Iyer,MO,92,4,88,1.571,0.75,0.4773,-29.61,103.07,132.68,-0.0097,0.1329,0.1427,131.39,0.4891,0.2575
HH Pandya,MO,79,15,64,1.484,0.5333,0.3594,-53.56,83.12,136.68,-0.0745,0.0857,0.1603,126.51,0.3924,0.31
HK Matthews,MO,37,7,30,2.143,1.0,0.4667,-38.91,87.83,126.74,-0.0532,0.1152,0.1684,119.37,0.5676,0.3365
A Balbirnie,MO,33,4,29,1.088,0.75,0.6897,-63.79,79.36,143.14,-0.1061,0.0595,0.1656,135.41,0.697,0.2635
MH Cross,MO,23,3,20,2.5,1.0,0.4,-23.79,85.0,108.79,0.0036,0.0862,0.0827,105.69,0.4783,0.2805
SW Billings,MO,59,5,54,1.2,0.6,0.5,-52.38,85.79,138.17,-0.0677,0.0853,0.153,133.73,0.5085,0.2654
Liton Das,MO,31,4,27,1.191,0.75,0.6296,-53.17,75.63,128.8,-0.0649,0.0704,0.1353,121.94,0.6452,0.2716
A Vala,MO,21,5,16,1.422,0.8,0.5625,-51.78,76.07,127.85,-0.0572,0.0717,0.1289,115.52,0.619,0.3106
Anshuman Rath,MO,28,3,25,1.786,1.0,0.56,-44.41,75.55,119.96,-0.0035,0.1167,0.1202,115.2,0.6071,0.2537
CJA Amini,MO,22,3,19,0.576,0.3333,0.5789,-46.97,64.68,111.65,-0.0558,0.0392,0.095,105.24,0.5455,0.3592
Mohammad Rizwan,MO,57,5,52,1.981,0.8,0.4038,-54.02,68.91,122.93,-0.0616,0.0433,0.105,118.19,0.4386,0.231
GH Lewis,MO,43,6,37,1.298,0.6667,0.5135,-63.6,66.2,129.79,-0.1264,0.0516,0.178,120.92,0.5349,0.3251
L Delany,MO,50,13,37,1.005,0.4615,0.4595,-33.22,62.63,95.85,-0.0327,0.0534,0.0861,87.21,0.46,0.3989
MM Ali,MO,49,3,46,1.533,1.0,0.6522,-46.84,96.06,142.9,-0.0782,0.0998,0.178,140.03,0.6735,0.2858
Aliya Riaz,MO,33,17,16,4.706,0.2941,0.0625,-33.13,59.88,93.01,-0.0367,0.0606,0.0973,75.94,0.1818,0.4655
Jatinder Singh,MO,19,3,16,1.6,1.0,0.625,-85.81,56.6,142.4,-0.1149,0.0636,0.1785,128.85,0.6842,0.2961
Zeeshan Maqsood,MO,28,7,21,1.364,0.7143,0.5238,-50.16,73.44,123.6,-0.0923,0.0561,0.1484,111.06,0.5714,0.3356
Nigar Sultana,MO,58,24,34,3.4,0.5,0.1471,-33.18,62.21,95.39,-0.0267,0.0546,0.0813,81.66,0.2931,0.4288
S Mandhana,MO,51,4,47,1.88,1.0,0.5319,-22.81,106.38,129.18,0.0036,0.1774,0.1738,127.4,0.5686,0.3146
V Krishnamurthy,MO,13,5,8,0.8,0.6,0.75,-15.84,96.54,112.39,0.0175,0.1348,0.1173,106.29,0.6923,0.3858
N Vanua,MO,11,3,8,4.0,1.0,0.25,-83.43,52.78,136.2,-0.1276,0.0278,0.1554,113.45,0.4545,0.3599
S Bau,MO,23,3,20,2.857,1.0,0.35,-25.3,93.22,118.51,0.0043,0.1277,0.1234,115.21,0.4348,0.3479
MD Shanaka,MO,39,19,20,1.579,0.4737,0.3,-48.92,75.57,124.48,-0.051,0.0793,0.1303,100.65,0.3846,0.4069
Muhammad Usman,MO,25,6,19,1.439,0.8333,0.5789,-34.86,88.44,123.3,-0.0248,0.1048,0.1296,114.93,0.64,0.347
Muneeba Ali,MO,25,8,17,1.859,0.875,0.4706,-9.59,91.85,101.43,0.0334,0.1214,0.088,98.37,0.6,0.3787
MAA Sanjeewani,MO,17,7,10,2.381,0.7143,0.3,-9.4,83.75,93.15,0.0148,0.0953,0.0806,89.28,0.4706,0.3998
KH Pandya,MO,39,7,32,1.524,0.7143,0.4688,-62.59,71.34,133.93,-0.095,0.0659,0.1609,122.7,0.5128,0.3472
RR Pant,MO,101,9,92,1.835,0.7778,0.4239,-38.95,100.8,139.76,-0.057,0.1194,0.1765,136.29,0.4554,0.2853
Ishan Kishan,MO,62,9,53,0.892,0.5556,0.6226,-56.4,85.35,141.75,-0.064,0.1051,0.1691,133.57,0.6129,0.2941
N Rana,MO,58,8,50,1.509,0.875,0.58,-63.45,76.58,140.03,-0.0913,0.0845,0.1758,131.28,0.6207,0.3239
E Lewis,MO,28,7,21,1.235,1.0,0.8095,-69.15,94.73,163.89,-0.1201,0.1092,0.2293,146.6,0.8571,0.33
Babar Azam,MO,74,3,71,1.434,0.6667,0.4648,-63.08,67.95,131.02,-0.0644,0.067,0.1314,128.46,0.473,0.2155
N Pooran,MO,93,10,83,1.158,0.6,0.5181,-48.28,96.54,144.82,-0.0564,0.1262,0.1826,139.63,0.5269,0.3157
J Weatherald,MO,30,3,27,1.385,0.6667,0.4815,-29.93,107.51,137.44,-0.0079,0.1502,0.1581,134.44,0.5,0.2928
DJM Short,MO,59,4,55,1.897,1.0,0.5273,-39.31,91.46,130.77,-0.025,0.1218,0.1468,128.11,0.5593,0.2714
BJ Webster,MO,37,5,32,1.829,0.8,0.4375,-46.8,73.38,120.18,-0.0318,0.085,0.1168,113.85,0.4865,0.3238
Aqib Ilyas,MO,24,3,21,1.909,1.0,0.5238,-56.66,60.61,117.27,-0.0877,0.0303,0.118,110.19,0.5833,0.3302
MP O'Dowd,MO,29,3,26,1.733,1.0,0.5769,1.64,116.36,114.72,0.0691,0.1773,0.1082,114.89,0.6207,0.2889
L Siaka,MO,11,6,5,2.083,0.8333,0.4,-65.46,80.56,146.02,-0.1085,0.0609,0.1693,110.32,0.6364,0.3643
V Shankar,MO,30,3,27,0.0,0.0,0.6296,-20.17,97.17,117.34,-0.0112,0.1053,0.1165,115.32,0.5667,0.3084
R Powell,MO,51,7,44,1.571,0.7143,0.4545,-101.88,42.17,144.06,-0.1706,0.011,0.1816,130.07,0.4902,0.3511
SD Hope,MO,24,4,20,1.429,1.0,0.7,-72.43,78.63,151.06,-0.0737,0.0857,0.1594,138.99,0.75,0.2701
TH David,MO,59,3,56,2.435,1.0,0.4107,-79.46,71.29,150.75,-0.1044,0.0877,0.1921,146.71,0.4407,0.2683
Mohammad Nabi,MO,20,5,15,1.667,1.0,0.6,-59.72,68.38,128.1,-0.1233,0.0308,0.1541,113.17,0.7,0.3548
Fakhar Zaman,MO,33,7,26,0.977,0.7143,0.7308,-73.94,69.33,143.27,-0.1263,0.0451,0.1714,127.58,0.7273,0.303
MW Short,MO,32,3,29,0.509,0.3333,0.6552,-23.36,118.78,142.14,0.0262,0.1839,0.1577,139.95,0.625,0.2416
JI Rodrigues,MO,57,3,54,2.077,1.0,0.4815,-55.21,68.0,123.21,-0.0767,0.0654,0.1421,120.3,0.5088,0.264
N de Klerk,MO,17,6,11,1.467,0.6667,0.4545,-19.33,72.65,91.98,-0.0062,0.0756,0.0818,85.16,0.5294,0.4248
H Klaasen,MO,50,3,47,0.746,0.3333,0.4468,-78.36,71.35,149.71,-0.0917,0.0817,0.1734,145.01,0.44,0.2465
ML Green,MO,32,9,23,2.272,0.8889,0.3913,-22.52,86.53,109.05,-0.0042,0.0923,0.0965,102.72,0.5312,0.3399
Washington Sundar,MO,15,4,11,1.375,0.75,0.5455,-63.5,65.68,129.18,-0.1106,0.0477,0.1583,112.25,0.6,0.354
Shubman Gill,MO,61,7,54,1.78,0.8571,0.4815,-61.45,81.3,142.76,-0.0572,0.0944,0.1516,135.7,0.5246,0.2373
Mahirah Izzati Ismail,MO,22,14,8,1.0,0.5,0.5,-27.01,51.7,78.72,-0.0025,0.033,0.0355,61.53,0.5,0.4949
N Boochatham,MO,19,8,11,2.2,1.0,0.4545,-44.24,55.05,99.29,-0.0399,0.0286,0.0686,80.66,0.6842,0.4274
N Chaiwai,MO,38,16,22,1.547,0.5625,0.3636,-19.78,61.46,81.24,0.0039,0.051,0.0471,72.91,0.4474,0.4323
DB Sharma,MO,26,6,20,2.5,0.5,0.2,-8.83,88.69,97.52,0.0444,0.1227,0.0783,95.48,0.2692,0.3217
Mas Elysa,MO,33,14,19,3.054,0.6429,0.2105,-45.41,60.73,106.14,-0.067,0.0461,0.113,86.88,0.3939,0.4413
Wan Julia,MO,12,6,6,2.5,0.8333,0.3333,-36.96,40.09,77.06,-0.0258,0.0271,0.0528,58.58,0.5833,0.5341
C Sutthiruang,MO,32,18,14,5.444,0.7778,0.1429,-43.27,62.5,105.78,-0.034,0.0697,0.1037,81.43,0.5,0.4535
WA Duraisingam,MO,31,17,14,3.569,0.7647,0.2143,-36.04,53.52,89.55,-0.0142,0.0474,0.0616,69.79,0.5161,0.4874
H Madavi,MO,42,19,23,1.48,0.5789,0.3913,-32.28,79.38,111.66,-0.0446,0.077,0.1216,97.05,0.4762,0.409
PM Seelaar,MO,11,3,8,0.667,0.3333,0.5,-39.31,80.83,120.14,-0.0002,0.0972,0.0975,109.42,0.4545,0.3334
SA Edwards,MO,27,3,24,1.846,1.0,0.5417,-60.87,68.95,129.82,-0.0869,0.0433,0.1303,123.06,0.5926,0.2857
L Wolvaardt,MO,36,3,33,2.062,1.0,0.4848,-40.82,73.33,114.15,-0.0061,0.1092,0.1153,110.75,0.5278,0.299
RP Burl,MO,40,12,28,1.037,0.3333,0.3214,-42.58,85.45,128.03,-0.0439,0.0888,0.1327,115.25,0.325,0.3329
Chaya Mughal,MO,11,4,7,3.5,0.5,0.1429,-15.89,63.28,79.18,0.0043,0.0562,0.0519,73.4,0.2727,0.4141
N Koncharoenkai,MO,43,13,30,0.615,0.3077,0.5,-37.03,61.36,98.39,-0.0345,0.0587,0.0931,87.2,0.4419,0.41
SL Kalis,MO,28,7,21,3.0,0.7143,0.2381,-35.16,81.72,116.88,-0.0263,0.1029,0.1291,108.09,0.3571,0.3507
K Awino,MO,17,8,9,0.45,0.25,0.5556,-29.66,54.82,84.48,0.0049,0.0476,0.0427,70.53,0.4118,0.4692
T Ruma,MO,17,9,8,1.333,0.3333,0.25,-49.55,58.84,108.39,-0.1107,0.0258,0.1365,82.15,0.2941,0.4601
B Tau,MO,23,11,12,2.545,0.6364,0.25,-29.58,72.32,101.9,-0.0335,0.0807,0.1142,87.76,0.4348,0.4301
ER Oza,MO,37,4,33,1.833,1.0,0.5455,-63.99,69.07,133.06,-0.0854,0.0792,0.1646,126.15,0.5946,0.3143
KE Bryce,MO,25,9,16,2.133,0.6667,0.3125,-56.95,65.8,122.76,-0.0934,0.0542,0.1475,102.25,0.44,0.3908
P Siaka,MO,11,3,8,1.333,0.6667,0.5,-35.78,60.44,96.23,-0.0483,0.0303,0.0786,86.47,0.5455,0.4017
SJ Bryce,MO,29,8,21,2.042,0.875,0.4286,-39.47,79.33,118.79,-0.0369,0.0943,0.1312,107.91,0.5517,0.3637
B de Leede,MO,35,8,27,1.817,0.875,0.4815,-44.17,62.9,107.06,-0.0432,0.0678,0.111,96.97,0.5714,0.3813
I Nakisuuyi,MO,41,27,14,1.728,0.7407,0.4286,-44.12,61.19,105.3,-0.0639,0.0596,0.1235,76.25,0.6341,0.5081
R Musamali,MO,44,18,26,2.648,0.6111,0.2308,-33.59,63.06,96.66,-0.0138,0.0454,0.0593,82.92,0.3864,0.4209
S Nampiina,MO,33,18,15,1.25,0.3333,0.2667,-49.68,58.7,108.37,-0.0548,0.0614,0.1162,81.28,0.303,0.4779
H Hotchandani,MO,10,6,4,1.333,0.3333,0.25,-30.87,54.14,85.01,-0.0379,0.0363,0.0742,66.49,0.3,0.4763
HDJ Siegers,MO,14,3,11,1.048,0.6667,0.6364,-24.35,86.7,111.05,0.0028,0.1176,0.1147,105.84,0.6429,0.3691
N Chantam,MO,35,17,18,1.21,0.4706,0.3889,-39.57,73.69,113.27,-0.0509,0.0803,0.1311,94.05,0.4286,0.4436
G Matome,MO,18,14,4,0.381,0.2857,0.75,-33.24,46.34,79.58,-0.0101,0.0458,0.0559,53.73,0.3889,0.5672
L Mophakedi,MO,22,8,14,1.4,0.5,0.3571,-27.13,59.7,86.83,-0.0163,0.062,0.0783,76.96,0.4091,0.4298
A van der Merwe,MO,16,9,7,0.972,0.5556,0.5714,-6.28,75.57,81.85,0.0448,0.0838,0.039,78.32,0.5625,0.4617
AM Kamara,MO,16,8,8,,0.125,0.0,-42.13,43.83,85.96,-0.0458,0.0317,0.0775,64.9,0.0625,0.4779
