batter,0_dots,1_dots,2_dots,3_dots,4_dots,5+_dots,balls_faced,dismissal_rate_pct
SD Heazlett,6.790123456790123,4.3478260869565215,9.75609756097561,5.88235294117647,0.0,0.0,692,6.358381502890173
R Shepherd,4.426559356136821,5.147058823529411,2.3255813953488373,18.181818181818183,0.0,,691,4.630969609261939
V Vijh,3.9915966386554618,4.054054054054054,4.545454545454546,0.0,0.0,0.0,691,3.907380607814761
D Wangmo,2.13903743315508,2.484472049689441,3.7037037037037033,5.263157894736842,4.545454545454546,0.0,690,2.608695652173913
Usman Khan,4.938271604938271,5.47945205479452,5.0,9.090909090909092,0.0,0.0,688,5.087209302325581
Mohammad Nadeem,3.1512605042016806,6.61764705882353,4.3478260869565215,0.0,12.5,0.0,687,3.9301310043668125
Ayasha Rahman,5.780346820809249,3.5502958579881656,1.36986301369863,0.0,0.0,13.793103448275861,685,4.525547445255475
P Molkenboer,2.696078431372549,3.9473684210526314,5.555555555555555,3.3333333333333335,6.666666666666667,14.285714285714285,684,3.508771929824561
RJ Quiney,5.591397849462366,1.4285714285714286,4.444444444444445,0.0,12.5,0.0,684,4.5321637426900585
TI Gajanayake,2.73224043715847,2.247191011235955,2.8169014084507045,2.857142857142857,0.0,0.0,682,2.4926686217008798
Shadab Khan,6.653992395437262,5.46875,5.0,20.0,0.0,,682,6.451612903225806
WG Jacks,6.185567010309279,7.801418439716312,4.444444444444445,0.0,100.0,0.0,682,6.451612903225806
Zeefa Jilani,2.535211267605634,6.369426751592357,2.4096385542168677,11.11111111111111,9.090909090909092,7.142857142857142,681,4.258443465491924
S Davizi,2.9535864978902953,5.0359712230215825,2.3255813953488373,0.0,0.0,0.0,680,3.2352941176470593
Rashid Khan,9.333333333333334,5.128205128205128,0.0,0.0,0.0,,680,8.088235294117647
MW Harvey,5.869565217391305,3.870967741935484,8.333333333333332,0.0,0.0,,675,5.481481481481482
L Jack,4.07673860911271,4.697986577181208,3.278688524590164,0.0,18.181818181818183,0.0,672,4.166666666666666
Puja Mahato,4.12621359223301,4.3478260869565215,3.3333333333333335,0.0,8.333333333333332,0.0,672,4.017857142857143
MA Leask,6.4646464646464645,8.823529411764707,0.0,12.5,0.0,,671,6.7064083457526085
Sarfraz Ahmed,4.048582995951417,1.6,8.823529411764707,0.0,0.0,0.0,671,3.7257824143070044
PJ Cummins,6.2248995983935735,5.785123966942149,6.0606060606060606,10.0,0.0,20.0,670,6.26865671641791
O Davies,5.349794238683128,7.4074074074074066,2.4390243902439024,0.0,0.0,,669,5.5306427503736915
KD Shah,4.434589800443459,5.555555555555555,0.0,0.0,0.0,0.0,668,4.191616766467066
KJ Garth,2.7989821882951653,3.3557046979865772,1.6666666666666667,3.7037037037037033,0.0,0.0,665,2.706766917293233
R Andrew,3.015075376884422,3.9215686274509802,1.4705882352941175,0.0,0.0,0.0,665,2.857142857142857
Yasir Ali,4.028436018957346,3.9215686274509802,5.263157894736842,0.0,0.0,0.0,663,3.9215686274509802
W Barresi,4.793028322440087,2.9850746268656714,2.3255813953488373,0.0,0.0,0.0,661,4.084720121028744
PWH de Silva,9.336099585062241,6.722689075630252,4.878048780487805,0.0,0.0,0.0,660,8.333333333333332
N Choden,3.048780487804878,4.487179487179487,2.4390243902439024,2.380952380952381,0.0,3.571428571428571,659,3.1866464339908953
G Malla,4.576659038901601,4.964539007092199,7.547169811320755,5.0,0.0,0.0,659,4.855842185128983
S Sunday,5.234159779614325,3.0120481927710845,4.166666666666666,0.0,0.0,7.6923076923076925,657,4.26179604261796
NA Greenwood,3.8934426229508197,4.6875,5.714285714285714,0.0,,,657,4.10958904109589
HM Omary,4.400977995110025,0.6535947712418301,8.333333333333332,9.523809523809524,0.0,0.0,655,3.969465648854962
A Capsey,4.611650485436893,5.69620253164557,3.508771929824561,6.666666666666667,0.0,0.0,655,4.732824427480916
Nain Abidi,4.1343669250646,3.205128205128205,3.3333333333333335,0.0,15.384615384615385,10.0,654,3.9755351681957185
Chirag Suri,3.864734299516908,3.149606299212598,1.6666666666666667,3.225806451612903,0.0,25.0,654,3.669724770642202
AM Kamara,2.6954177897574128,2.142857142857143,1.5151515151515151,0.0,0.0,7.6923076923076925,653,2.4502297090352223
Razmal Shigiwal,4.821802935010482,0.8620689655172413,2.7777777777777777,0.0,0.0,0.0,650,3.8461538461538463
Kycia A Knight,4.871794871794872,3.225806451612903,1.8518518518518516,0.0,0.0,0.0,650,3.8461538461538463
SJ Myburgh,4.568527918781726,5.369127516778524,4.545454545454546,8.333333333333332,10.0,16.666666666666664,649,5.084745762711865
C Kieswetter,4.675324675324675,3.9473684210526314,5.555555555555555,3.225806451612903,5.555555555555555,0.0,648,4.4753086419753085
OH Agbomadzie,3.6585365853658534,2.9850746268656714,0.0,11.11111111111111,0.0,0.0,648,3.3950617283950617
SB Styris,4.615384615384616,8.088235294117647,5.263157894736842,0.0,0.0,0.0,647,5.255023183925812
A Johnson,3.5623409669211195,4.225352112676056,5.555555555555555,7.142857142857142,12.5,0.0,645,4.186046511627907
M Gorases,4.531722054380665,7.792207792207792,5.555555555555555,12.121212121212121,3.571428571428571,4.0,643,5.7542768273716955
S Singh,6.266318537859007,2.941176470588235,4.6875,0.0,9.090909090909092,0.0,641,4.99219968798752
Salman Butt,4.866180048661801,2.8169014084507045,1.9230769230769231,0.0,0.0,0.0,641,3.9001560062402496
CJ Green,6.237816764132553,11.11111111111111,11.11111111111111,0.0,66.66666666666666,0.0,641,7.332293291731669
Junaid Aziz,4.987531172069826,6.8181818181818175,1.8181818181818181,0.0,0.0,0.0,638,4.702194357366771
MNM Aslam,5.122494432071269,4.580152671755725,2.631578947368421,15.384615384615385,0.0,0.0,637,5.023547880690738
Walid Ghauri,3.7825059101654848,1.9736842105263157,4.545454545454546,0.0,25.0,0.0,637,3.453689167974882
AV Lazarus,4.587155963302752,0.7692307692307693,4.25531914893617,6.666666666666667,0.0,0.0,637,3.767660910518053
T Chetty,4.75,4.0,5.454545454545454,4.3478260869565215,0.0,0.0,635,4.566929133858268
NLKWR Dewi,2.877697841726619,4.411764705882353,0.0,0.0,0.0,0.0,634,2.8391167192429023
TC Barker,5.104408352668213,4.651162790697675,7.142857142857142,5.555555555555555,0.0,0.0,632,5.063291139240507
TS Fray,3.27455919395466,6.25,1.7857142857142856,0.0,12.5,30.0,632,4.272151898734177
J Butler,4.166666666666666,3.4013605442176873,2.083333333333333,0.0,11.11111111111111,0.0,632,3.79746835443038
W Niyitanga,4.034582132564841,3.4246575342465753,8.823529411764707,5.88235294117647,12.5,0.0,630,4.603174603174604
M Levitt,3.4739454094292808,2.7210884353741496,11.11111111111111,0.0,0.0,0.0,628,3.821656050955414
Washington Sundar,5.982905982905983,7.142857142857142,6.451612903225806,0.0,0.0,0.0,627,6.0606060606060606
LA Pomersbach,4.668304668304668,1.6,3.8461538461538463,4.761904761904762,0.0,0.0,627,3.827751196172249
Amna Tariq,4.918032786885246,4.697986577181208,5.555555555555555,2.380952380952381,20.833333333333336,9.090909090909092,625,5.6000000000000005
T Shadrack,3.257328990228013,5.333333333333334,5.333333333333334,5.128205128205128,5.0,2.941176470588235,625,4.16
E Kamara,2.4725274725274726,3.007518796992481,0.0,0.0,0.0,0.0,624,2.083333333333333
ME Bouchier,4.534606205250596,1.4925373134328357,8.88888888888889,0.0,0.0,0.0,624,4.006410256410256
NA McSweeney,3.644646924829157,4.195804195804196,3.0303030303030303,0.0,0.0,,623,3.6918138041733553
CN Nation,3.6211699164345403,6.896551724137931,3.4482758620689653,6.896551724137931,11.11111111111111,0.0,623,4.654895666131622
C Chatphaisan,5.660377358490567,5.517241379310345,3.6363636363636362,13.043478260869565,0.0,12.5,623,5.778491171749598
Erika Oda,1.9444444444444444,7.333333333333333,6.451612903225806,7.4074074074074066,0.0,0.0,622,3.858520900321544
E Wachira,3.768115942028986,3.4246575342465753,2.941176470588235,0.0,0.0,0.0,620,3.225806451612903
N de Klerk,3.389830508474576,4.511278195488721,2.380952380952381,0.0,0.0,16.666666666666664,618,3.559870550161812
Aysha,3.8834951456310676,3.787878787878788,4.545454545454546,5.88235294117647,0.0,0.0,617,3.889789303079417
J Bangura,4.610951008645533,6.521739130434782,3.0303030303030303,3.0303030303030303,0.0,6.666666666666667,617,4.700162074554295
RN ten Doeschate,3.5269709543568464,3.125,3.8461538461538463,0.0,0.0,,614,3.420195439739414
Tenjin Rabgey,3.125,4.516129032258064,7.142857142857142,3.0303030303030303,14.285714285714285,0.0,614,3.908794788273615
SA Abbott,9.276018099547512,8.49056603773585,2.941176470588235,5.88235294117647,16.666666666666664,0.0,614,8.631921824104234
CK Kapugedera,5.787037037037037,4.8,2.4390243902439024,0.0,0.0,0.0,613,5.220228384991843
JR Hopes,6.279069767441861,4.273504273504273,0.0,0.0,0.0,20.0,612,5.392156862745098
J Baker,3.932584269662921,0.684931506849315,4.6875,0.0,0.0,0.0,611,2.9459901800327333
R Mazumder,3.571428571428571,2.3255813953488373,0.0,0.0,0.0,0.0,610,2.9508196721311477
NR Kirton,4.918032786885246,3.10077519379845,2.5,0.0,0.0,0.0,609,4.269293924466338
Rohan Mustafa,4.622871046228711,4.761904761904762,4.878048780487805,0.0,20.0,0.0,609,4.597701149425287
SJ Baard,3.571428571428571,2.0689655172413794,2.4390243902439024,12.5,0.0,0.0,607,3.2948929159802307
T Manders,2.506265664160401,5.303030303030303,2.1739130434782608,0.0,11.11111111111111,,605,3.1404958677685952
L Paul,4.337349397590361,5.084745762711865,2.380952380952381,0.0,0.0,0.0,605,4.132231404958678
MD Gunathilaka,6.896551724137931,4.8,10.0,0.0,0.0,0.0,605,6.446280991735537
Zon Lin,4.069767441860465,1.948051948051948,2.898550724637681,4.166666666666666,0.0,0.0,604,3.3112582781456954
AJ Blackwell,3.080568720379147,2.4,2.857142857142857,0.0,0.0,25.0,600,3.0
D Dhingra,3.133903133903134,1.5384615384615385,7.142857142857142,3.125,7.6923076923076925,5.555555555555555,600,3.3333333333333335
MWR Stokes,3.488372093023256,1.7094017094017095,2.941176470588235,0.0,0.0,0.0,599,3.005008347245409
MV Boucher,5.080831408775981,0.819672131147541,12.903225806451612,0.0,0.0,0.0,599,4.507512520868113
RL Chase,4.128440366972478,7.142857142857142,2.941176470588235,0.0,0.0,0.0,599,4.507512520868113
Chaya Mughal,3.804347826086957,5.223880597014925,0.0,3.8461538461538463,0.0,0.0,598,3.678929765886288
CH Morris,5.957446808510639,10.1010101010101,4.166666666666666,0.0,,,598,6.521739130434782
NJ Reardon,4.705882352941177,4.878048780487805,6.451612903225806,10.0,0.0,,596,4.865771812080537
L Siaka,6.2015503875969,6.976744186046512,7.317073170731707,9.523809523809524,0.0,0.0,595,6.386554621848739
Lakshit Gupta,3.6111111111111107,4.137931034482759,1.8181818181818181,0.0,8.333333333333332,0.0,594,3.535353535353535
TF Rogers,5.637254901960785,3.3333333333333335,10.204081632653061,15.384615384615385,0.0,0.0,594,5.723905723905724
Abdul Samad,7.38255033557047,3.0,3.125,0.0,0.0,,594,6.228956228956229
D Kansonkho,2.849002849002849,3.731343283582089,7.2727272727272725,4.0,0.0,0.0,591,3.3840947546531304
MR Adair,5.980861244019139,7.377049180327869,5.128205128205128,11.11111111111111,0.0,0.0,591,6.260575296108291
D Brevis,5.783132530120482,4.098360655737705,2.7777777777777777,0.0,0.0,0.0,591,5.0761421319796955
Aamir Kaleem,4.325699745547073,6.870229007633588,2.631578947368421,5.555555555555555,0.0,50.0,590,5.084745762711865
AA Obanda,6.760563380281689,2.0689655172413794,5.357142857142857,0.0,0.0,14.285714285714285,590,5.2542372881355925
K Waiswa,6.837606837606838,4.285714285714286,5.263157894736842,8.0,0.0,0.0,589,5.942275042444821
T Bharaj,4.1871921182266005,4.0,2.631578947368421,25.0,0.0,,588,4.421768707482993
AM Nayar,4.683840749414521,7.4074074074074066,0.0,6.25,0.0,,588,4.931972789115646
RMAM Avery,2.9702970297029703,0.7633587786259541,3.1746031746031744,0.0,5.0,2.941176470588235,587,2.385008517887564
TL Suman,4.370179948586118,3.816793893129771,2.5,5.555555555555555,0.0,50.0,587,4.429301533219761
JL Denly,4.699738903394255,5.426356589147287,1.9230769230769231,7.6923076923076925,0.0,0.0,587,4.599659284497445
CV Anto,5.955334987593052,3.278688524590164,7.317073170731707,7.6923076923076925,0.0,0.0,586,5.460750853242321
MJ Clarke,4.785894206549118,3.149606299212598,0.0,0.0,0.0,0.0,586,3.9249146757679183
SA Ahmad,5.053191489361701,4.511278195488721,1.9230769230769231,0.0,0.0,0.0,586,4.436860068259386
