batter,low_pressure_rate,high_pressure_rate,pressure_increase,balls_faced
C Kellaway,5.649717514124294,0.0,-5.649717514124294,188
C Kieswetter,4.4692737430167595,3.508771929824561,-0.9605018131921983,648
C Kyewuta,4.166666666666666,20.0,15.833333333333334,111
C Lokuge,1.7094017094017095,20.0,18.29059829059829,132
C Madande,3.935185185185185,7.142857142857142,3.2076719576719572,499
C Magaia,3.8781163434903045,3.4482758620689653,-0.42984048142133924,465
C Mahamalage,3.8314176245210727,0.0,-3.8314176245210727,346
C Miles,2.209944751381215,10.0,7.790055248618785,203
C Munoz-Mills,4.390243902439024,0.0,-4.390243902439024,221
C Munro,4.3076923076923075,1.5873015873015872,-2.7203907203907205,2478
C Murrombe,5.714285714285714,8.51063829787234,2.796352583586626,137
C Muthoni,3.3816425120772946,10.714285714285714,7.332643202208419,267
C Pengkumta,8.51063829787234,6.666666666666667,-1.8439716312056733,172
C Piparo,3.0172413793103448,0.0,-3.0172413793103448,254
C Pyle,5.521472392638037,0.0,-5.521472392638037,186
C Roberts,3.1161473087818696,0.0,-3.1161473087818696,391
C Rububagumya,5.0359712230215825,10.0,4.9640287769784175,824
C Sudarsanan,6.081081081081082,0.0,-6.081081081081082,178
C Sutthiruang,5.39647577092511,6.024096385542169,0.6276206146170589,1091
C Tlali,6.60377358490566,10.0,3.3962264150943398,139
C Tommy,5.232558139534884,0.0,-5.232558139534884,197
C Uwamahoro,2.8301886792452833,3.125,0.2948113207547167,273
C Uwase,5.472636815920398,5.263157894736842,-0.20947892118355682,498
C Wright,5.806451612903226,0.0,-5.806451612903226,182
C Zhou,5.128205128205128,3.4482758620689653,-1.6799292661361624,252
C de Grandhomme,6.412005457025921,0.0,-6.412005457025921,786
C de Lange,8.396946564885496,10.526315789473683,2.129369224588187,172
CA Henry,5.263157894736842,6.451612903225806,1.1884550084889645,561
CA Ingram,4.967602591792657,3.125,-1.842602591792657,1017
CA Lynn,4.128053917438922,4.2682926829268295,0.1402387654879078,3988
CA Pujara,3.8461538461538463,3.8461538461538463,0.0,403
CA Rose,6.349206349206349,0.0,-6.349206349206349,135
CA Soper,5.426356589147287,16.666666666666664,11.240310077519378,147
CA Young,7.228915662650602,12.5,5.271084337349398,100
CAJ Meschede,2.803738317757009,0.0,-2.803738317757009,114
CAK Walton,7.194244604316546,5.88235294117647,-1.3118916631400763,172
CD Hinchliffe,8.411214953271028,14.285714285714285,5.874499332443257,124
CD Mboe,5.0,9.090909090909092,4.090909090909092,146
CD Wallace,7.000000000000001,0.0,-7.000000000000001,108
CE Dean,6.106870229007633,0.0,-6.106870229007633,139
CE Jacob,3.418803418803419,0.0,-3.418803418803419,160
CG Williams,3.898305084745763,2.127659574468085,-1.770645510277678,698
CH Gayle,3.7852865697177074,2.3738872403560833,-1.411399329361624,5463
CH Morris,6.6783831282952555,0.0,-6.6783831282952555,598
CJ Anderson,4.095904095904096,4.545454545454546,0.44955044955044965,1136
CJ Bowes,5.333333333333334,0.0,-5.333333333333334,161
CJ Boyce,8.098591549295776,12.5,4.401408450704224,308
CJ Chibhabha,5.955334987593052,0.0,-5.955334987593052,459
CJ Delany,2.4242424242424243,0.0,-2.4242424242424243,205
CJ Ferguson,3.9540816326530615,0.0,-3.9540816326530615,1694
CJ Green,7.026143790849673,18.181818181818183,11.15567439096851,641
CJ Jordan,7.878787878787878,0.0,-7.878787878787878,704
CJ Langford,2.857142857142857,0.0,-2.857142857142857,113
CJ McKay,4.123711340206185,50.0,45.876288659793815,109
CJ Simmons,4.207119741100324,8.0,3.792880258899676,363
CJA Amini,4.160246533127889,3.0303030303030303,-1.129943502824859,732
CK Jasmat,5.673758865248227,4.761904761904762,-0.9118541033434653,333
CK Kapugedera,5.565529622980251,0.0,-5.565529622980251,613
CL Tryon,6.775407779171895,0.0,-6.775407779171895,875
CL White,3.6418816388467374,6.741573033707865,3.0996913948611273,2917
CM Edwards,3.3261802575107295,3.8461538461538463,0.5199735886431167,1110
CM Gautam,5.839416058394161,0.0,-5.839416058394161,158
CM Gough,1.7415215398716772,2.7777777777777777,1.0362562379061004,1256
CM Greechan,3.827751196172249,0.0,-3.827751196172249,238
CMA Shillington,5.764411027568922,7.317073170731707,1.5526621431627845,489
CN Ackermann,4.337349397590361,0.0,-4.337349397590361,464
CN Greaves,4.032258064516129,11.11111111111111,7.078853046594982,270
CN Kakuru,7.4866310160427805,0.0,-7.4866310160427805,212
CN Nation,4.563492063492063,6.557377049180328,1.9938849856882648,623
CN Onwuzulike,7.027027027027027,5.263157894736842,-1.7638691322901856,227
CNIM Joyce,3.14769975786925,6.8181818181818175,3.6704820603125676,523
CO Obuya,3.6619718309859155,2.564102564102564,-1.0978692668833516,1243
CP Jewell,5.522914218566393,3.225806451612903,-2.2971077669534896,947
CP Rizwan,3.7914691943127963,25.0,21.208530805687204,230
CP Turkich,4.57516339869281,0.0,-4.57516339869281,191
CPPM Sadun,3.6231884057971016,0.0,-3.6231884057971016,334
CR Brathwaite,9.82367758186398,10.344827586206897,0.5211500043429176,454
CR Ervine,3.919933277731443,7.142857142857142,3.2229238651256993,1382
CR Pagydyala,3.3653846153846154,5.0,1.6346153846153846,250
CR Seneviratna,4.424778761061947,3.8461538461538463,-0.5786249149081004,402
CR Woakes,6.217616580310881,0.0,-6.217616580310881,208
CS MacLeod,3.7275064267352187,2.7027027027027026,-1.024803724032516,861
CS Mugeri-Tiripano,3.3003300330033,5.172413793103448,1.8720837601001485,1060
CS Nascimento,5.454545454545454,6.666666666666667,1.2121212121212128,138
CSN Mbelel,7.8125,3.225806451612903,-4.586693548387097,110
CT Bancroft,3.197492163009404,5.405405405405405,2.207913242396001,1719
CT Dhururu,4.207920792079208,2.1739130434782608,-2.0340077486009474,502
CT McNally,2.380952380952381,0.0,-2.380952380952381,156
CT Mutombodzi,6.779661016949152,0.0,-6.779661016949152,124
CV Anto,5.333333333333334,5.0,-0.3333333333333339,586
CW Perchard,4.444444444444445,33.33333333333333,28.888888888888886,101
Cai Yuzhi,5.434782608695652,4.545454545454546,-0.8893280632411065,129
Chan Ka Man,6.185567010309279,10.0,3.8144329896907214,127
Chaudhary Akram,2.380952380952381,0.0,-2.380952380952381,109
Chaya Mughal,4.183266932270916,2.380952380952381,-1.8023145513185352,598
Chirag Suri,3.6968576709796674,5.660377358490567,1.9635196875108991,654
Choudry Share Ali,5.263157894736842,0.0,-5.263157894736842,102
Christina Baret,3.875968992248062,9.523809523809524,5.647840531561462,192
D Abeyrathna,4.301075268817205,5.263157894736842,0.9620826259196367,568
D Ajekun,4.622871046228711,9.523809523809524,4.900938477580813,534
D Brevis,5.400372439478584,0.0,-5.400372439478584,591
D Busingye,2.34375,0.0,-2.34375,149
D Cleaver,5.376344086021505,0.0,-5.376344086021505,104
D Dhingra,2.7027027027027026,4.761904761904762,2.0592020592020592,600
D Doyle-Calle,4.597701149425287,5.128205128205128,0.5305039787798407,502
D Ferreira,7.975460122699387,25.0,17.02453987730061,175
D Foerster,5.555555555555555,4.545454545454546,-1.0101010101010095,184
D Gim,4.587155963302752,12.5,7.912844036697248,128
D Gumyusenge,5.585106382978723,5.714285714285714,0.12917933130699133,456
D Hannema,3.1746031746031744,0.0,-3.1746031746031744,139
D Hazell,8.421052631578947,0.0,-8.421052631578947,109
D Hemalatha,5.47945205479452,11.11111111111111,5.6316590563165905,256
D Heyliger,5.213270142180095,0.0,-5.213270142180095,225
D Jakiel,6.722689075630252,0.0,-6.722689075630252,142
D Jansen,6.8181818181818175,0.0,-6.8181818181818175,102
D Johnson,6.428571428571428,0.0,-6.428571428571428,161
D Kalvin,3.75,7.142857142857142,3.3928571428571423,104
D Kansonkho,3.0927835051546393,1.9607843137254901,-1.1319991914291492,591
D Klein,10.416666666666668,0.0,-10.416666666666668,101
D Marsic,3.225806451612903,0.0,-3.225806451612903,171
D McGahey,4.62962962962963,0.0,-4.62962962962963,134
D Muhumuza,3.286384976525822,8.333333333333332,5.04694835680751,258
D Mukarurangwa,4.225352112676056,5.88235294117647,1.657000828500414,100
D Myers,5.524861878453039,6.666666666666667,1.1418047882136282,399
D Nanayakkara,6.976744186046512,0.0,-6.976744186046512,288
D Ndikubwimana,3.829787234042553,5.839416058394161,2.0096288243516076,1473
D Nikolov,10.714285714285714,0.0,-10.714285714285714,132
D Njoroge,1.7777777777777777,9.523809523809524,7.746031746031746,269
D Norotam,3.7267080745341614,0.0,-3.7267080745341614,176
D Padikkal,4.278462654097172,5.555555555555555,1.2770929014583832,1534
D Parashar,3.3707865168539324,25.0,21.629213483146067,191
D Pretorius,6.593406593406594,33.33333333333333,26.739926739926734,194
D Ramdin,6.29067245119306,0.0,-6.29067245119306,502
D Rawat,6.097560975609756,16.666666666666664,10.569105691056908,100
D Ruynekova,5.7894736842105265,5.0,-0.7894736842105265,233
D Sabir,6.70391061452514,0.0,-6.70391061452514,192
D Saxena,1.4018691588785046,3.0303030303030303,1.6284338714245257,270
D Suzuki,5.970149253731343,4.166666666666666,-1.8034825870646767,387
D Tekyildirim,2.380952380952381,0.0,-2.380952380952381,110
D Unhale,1.834862385321101,2.631578947368421,0.7967165620473198,299
D Visser,2.949852507374631,15.0,12.050147492625369,393
D Wangmo,2.2429906542056073,4.054054054054054,1.811063399848447,690
D Wheatley,6.535947712418301,14.285714285714285,7.749766573295983,186
D Wiese,4.3478260869565215,0.0,-4.3478260869565215,573
D Wulandari,2.2151898734177213,3.571428571428571,1.3562386980108498,373
D van Deventer,3.9215686274509802,0.0,-3.9215686274509802,113
D van Niekerk,2.627737226277372,2.4096385542168677,-0.21809867206050448,1709
DA Blignaut,5.029585798816568,0.0,-5.029585798816568,406
DA Galia,4.700854700854701,11.11111111111111,6.41025641025641,301
DA Mehta,7.446808510638298,0.0,-7.446808510638298,113
DA Miller,3.824739772452191,3.076923076923077,-0.7478166955291141,4381
DA Warner,3.2469342251950946,4.301075268817205,1.0541410436221104,7961
DAJ Bracewell,4.2105263157894735,0.0,-4.2105263157894735,105
DAS Gunaratne,3.5294117647058822,0.0,-3.5294117647058822,183
DB Das,4.291845493562231,0.0,-4.291845493562231,267
DB Ravi Teja,5.647840531561462,0.0,-5.647840531561462,325
DB Sharma,3.4552845528455287,0.0,-3.4552845528455287,1073
DC Smith,5.454545454545454,16.0,10.545454545454547,448
DC Stovell,2.2598870056497176,16.666666666666664,14.406779661016946,197
DDP D'Silva,1.0526315789473684,0.0,-1.0526315789473684,111
DE Roache,5.681818181818182,0.0,-5.681818181818182,103
DEM Carter,2.833333333333333,4.0,1.166666666666667,725
DF Jacobs,4.918032786885246,0.0,-4.918032786885246,172
DG Blampied,3.3816425120772946,0.0,-3.3816425120772946,226
DGAPD Wiswi,6.521739130434782,50.0,43.47826086956522,101
DH Yagnik,4.580152671755725,0.0,-4.580152671755725,142
DJ Bravo,4.959630911188005,0.0,-4.959630911188005,2873
DJ Harris,4.761904761904762,6.666666666666667,1.904761904761905,340
DJ Hawoe,9.214092140921409,33.33333333333333,24.11924119241192,394
DJ Hooda,5.763688760806916,8.823529411764707,3.0598406509577902,1475
DJ Hussey,4.228028503562945,5.063291139240507,0.8352626356775614,2319
DJ Jacobs,7.4074074074074066,12.5,5.0925925925925934,101
DJ Malan,3.4526854219948846,1.7241379310344827,-1.728547490960402,1731
DJ Mitchell,4.631578947368421,5.0,0.36842105263157876,1501
DJ Thornely,3.7383177570093453,33.33333333333333,29.595015576323984,120
DJ Turkich,7.368421052631578,0.0,-7.368421052631578,116
DJ Willey,7.052896725440807,10.0,2.9471032745591934,446
DJG Sammy,6.762589928057554,5.263157894736842,-1.499432033320712,748
DJM Short,3.6983842010771992,1.5267175572519083,-2.171666643825291,3126
DJS Dottin,4.009252120277564,1.9801980198019802,-2.0290541004755838,1539
DK Anefie,6.329113924050633,0.0,-6.329113924050633,189
DK Mathias,2.5454545454545454,4.166666666666666,1.6212121212121207,332
DL Brangman,3.5398230088495577,0.0,-3.5398230088495577,125
DL Chahar,5.555555555555555,100.0,94.44444444444444,114
DL Graham,7.59493670886076,9.090909090909092,1.4959723820483317,106
DL Vettori,4.696132596685083,12.5,7.803867403314917,381
DLR Smith,9.574468085106384,16.666666666666664,7.092198581560281,108
DM Bravo,4.213483146067416,0.0,-4.213483146067416,405
DM Gondaria,4.081632653061225,7.6923076923076925,3.610675039246468,331
DM Nakrani,4.699738903394255,5.769230769230769,1.0694918658365138,883
DM de Silva,5.271084337349398,8.333333333333332,3.062248995983934,711
DMW Rawlins,4.024767801857585,2.564102564102564,-1.4606652377550216,733
DN Wyatt,4.35759209344115,3.1746031746031744,-1.1829889188379759,2434
DO Leicher,2.142857142857143,0.0,-2.142857142857143,166
DO Obuya,3.8095238095238098,0.0,-3.8095238095238098,128
DP Conway,2.951838425686173,1.8181818181818181,-1.1336566075043548,2107
DP Hughes,4.168893639764832,1.4925373134328357,-2.6763563263319963,2067
DP Michael,2.112676056338028,33.33333333333333,31.2206572769953,150
DPMD Jayawardene,3.5897435897435894,3.8834951456310676,0.29375155588747814,2828
DR Gibson,8.181818181818182,0.0,-8.181818181818182,119
DR Hooper,2.272727272727273,0.0,-2.272727272727273,105
DR Patankar,6.037735849056604,9.523809523809524,3.4860736747529195,309
DR Sams,9.007832898172325,28.57142857142857,19.563595673256245,814
DR Smith,4.801239029426949,2.7586206896551726,-2.042618339771776,2287
DS Airee,3.953488372093023,2.7027027027027026,-1.2507856693903205,1401
DS Bajwa,3.474903474903475,0.0,-3.474903474903475,296
DS Kulkarni,5.05050505050505,0.0,-5.05050505050505,115
DS Smith,3.3333333333333335,0.0,-3.3333333333333335,170
DT Christian,5.200208008320333,9.25925925925926,4.059051250938927,2091
DT Tiripano,5.217391304347826,0.0,-5.217391304347826,134
DW Lawrence,4.705882352941177,14.285714285714285,9.579831932773107,188
DW Steyn,11.428571428571429,0.0,-11.428571428571429,189
Danyal Raja,5.737704918032787,14.285714285714285,8.548009367681498,136
Dawood Ahmadzai,5.555555555555555,0.0,-5.555555555555555,127
Delawar Khan,7.333333333333333,7.142857142857142,-0.1904761904761907,175
Deng Jinqi,0.0,4.545454545454546,4.545454545454546,101
Devender Singh,4.787234042553192,0.0,-4.787234042553192,206
Dhruv Jurel,4.328018223234624,13.333333333333334,9.00531511009871,479
Dilara Akter,6.428571428571428,0.0,-6.428571428571428,323
Divyendra Singh,4.651162790697675,16.666666666666664,12.015503875968989,292
Dylan Steyn,2.9925187032418954,0.0,-2.9925187032418954,430
E Beukes,3.183023872679045,12.5,9.316976127320956,430
E Chigumbura,5.46875,5.263157894736842,-0.2055921052631584,554
E Cleator,5.0,0.0,-5.0,115
E Duff,6.25,5.263157894736842,-0.9868421052631584,211
E Dusingizimana,4.53257790368272,4.918032786885246,0.3854548832025264,845
E Guehoada,3.7037037037037033,0.0,-3.7037037037037033,112
E Iloku,3.7583892617449663,2.803738317757009,-0.9546509439879571,966
E Kamara,2.61569416498994,0.0,-2.61569416498994,624
E Kuncova,7.6923076923076925,0.0,-7.6923076923076925,138
E Lewis,4.734158776402039,2.9850746268656714,-1.749084149536368,1556
E Mathew,7.547169811320755,7.6923076923076925,0.1451378809869377,245
E Niyomugabo,7.958477508650519,17.647058823529413,9.688581314878894,331
E Rukiriza,10.44776119402985,7.4074074074074066,-3.0403537866224433,248
E Sandy,6.130268199233716,12.903225806451612,6.772957607217896,330
E Sebareme,7.006369426751593,3.8461538461538463,-3.1602155805977463,368
E Solomon,2.525252525252525,12.5,9.974747474747474,217
E Thelander,3.1088082901554404,0.0,-3.1088082901554404,242
E Ul Haq,7.0588235294117645,6.25,-0.8088235294117645,117
E Van Zyl,7.848837209302325,9.25925925925926,1.4104220499569342,446
E Vukusic,0.5128205128205128,0.0,-0.5128205128205128,204
E Wachira,3.6659877800407332,0.0,-3.6659877800407332,620
EA Perry,3.169014084507042,0.0,-3.169014084507042,1589
EAJ Richardson,4.722792607802875,9.375,4.652207392197125,560
EAS Ferrary,3.508771929824561,0.0,-3.508771929824561,198
EC Joyce,2.4922118380062304,5.0,2.5077881619937696,380
EF Beard,4.605263157894736,6.25,1.6447368421052637,180
EGS Kana,11.475409836065573,10.526315789473683,-0.94909404659189,164
EJ Villani,3.34075723830735,4.25531914893617,0.9145619106288203,1020
EJG Morgan,4.4142614601018675,0.7299270072992701,-3.6843344528025974,3294
EL Bartram,3.3419023136246784,9.090909090909092,5.749006777284413,428
EL Watson,5.747126436781609,0.0,-5.747126436781609,325
EMDY Munaweera,6.622516556291391,0.0,-6.622516556291391,172
EN Lynch,9.774436090225564,0.0,-9.774436090225564,150
EP Gulbis,6.761565836298933,0.0,-6.761565836298933,308
ER Oza,3.2571706368497813,3.061224489795918,-0.19594614705386304,2455
ES Szwarczynski,3.9603960396039604,0.0,-3.9603960396039604,112
Ehsan Khan,6.129032258064516,0.0,-6.129032258064516,334
Eman Asim,2.6737967914438503,4.0,1.3262032085561497,241
Eric Phiri,4.444444444444445,0.0,-4.444444444444445,122
Erika Oda,3.5294117647058822,4.0,0.47058823529411775,622
Esam Rahman,3.3557046979865772,0.0,-3.3557046979865772,166
Ethan D'Souza,5.376344086021505,33.33333333333333,27.956989247311824,103
Ezgi Nur Kilic,6.25,9.090909090909092,2.8409090909090917,143
F Achelam,6.7114093959731544,9.090909090909092,2.3794996949359373,172
F Akankwasa,6.862745098039216,37.5,30.637254901960784,119
F Banunaek,4.838709677419355,8.0,3.161290322580645,369
F Behardien,3.45679012345679,14.285714285714285,10.828924162257495,429
F Conteh,3.2128514056224895,3.1746031746031744,-0.03824823101931507,360
F Damiao Couana,3.5000000000000004,0.0,-3.5000000000000004,457
F Eseigbe,1.6778523489932886,6.976744186046512,5.2988918370532225,439
F Kuenburg,1.8181818181818181,0.0,-1.8181818181818181,184
F Malefula,5.454545454545454,0.0,-5.454545454545454,198
F Najjumba,2.7027027027027026,0.0,-2.7027027027027026,130
F Nsubuga,6.206896551724138,12.5,6.293103448275862,162
F Overdijk,5.649717514124294,6.896551724137931,1.2468342100136365,414
F Samanyika,3.2697547683923704,3.296703296703297,0.026948528310926534,526
F Sisifo,3.7383177570093453,1.7241379310344827,-2.0141798259748627,310
F Stoman,5.072463768115942,0.0,-5.072463768115942,177
F Suluoto,5.88235294117647,4.545454545454546,-1.3368983957219243,248
F Tanguy,7.0588235294117645,9.090909090909092,2.032085561497327,107
F Tunnicliffe,5.031446540880504,5.263157894736842,0.2317113538563378,198
F du Plessis,3.4739454094292808,2.797202797202797,-0.6767426122264837,4874
FA Allen,8.558558558558559,0.0,-8.558558558558559,248
FA Cossa,3.278688524590164,3.8461538461538463,0.5674653215636822,235
FA Zavala,4.201680672268908,23.076923076923077,18.87524240465417,151
FC Wilson,3.934426229508197,0.0,-3.934426229508197,330
FG Kemp,2.7777777777777777,0.0,-2.7777777777777777,118
FH Allen,6.673728813559323,6.896551724137931,0.22282291057860792,1038
FL Mackay,3.5000000000000004,14.285714285714285,10.785714285714285,234
FO Kibasu,3.08030803080308,2.631578947368421,-0.44872908343465934,1080
FY Fazal,3.6363636363636362,0.0,-3.6363636363636362,179
Faheem Ashraf,8.0,0.0,-8.0,433
Faheem Nazir,3.346456692913386,0.0,-3.346456692913386,557
Fahima Khatun,6.051873198847262,0.0,-6.051873198847262,378
Faisal Khan,5.006418485237484,0.0,-5.006418485237484,855
Faisal Mubashir,2.3498694516971277,0.0,-2.3498694516971277,435
Faisal Raza,4.651162790697675,33.33333333333333,28.682170542635653,137
Fakhar Zaman,5.003126954346467,3.6363636363636362,-1.3667633179828305,1762
Fanyan Mughal,7.203389830508475,0.0,-7.203389830508475,276
Fargana Hoque,3.9361702127659575,1.0869565217391304,-2.849213691026827,1139
Farzan Afzal,1.9047619047619049,0.0,-1.9047619047619049,124
Fatima Sana,3.9755351681957185,0.0,-3.9755351681957185,363
Fawad Alam,5.69620253164557,33.33333333333333,27.63713080168776,167
Fayaz Khan,6.382978723404255,33.33333333333333,26.95035460992907,104
Fayyaz Butt,4.651162790697675,12.5,7.848837209302325,149
Festus Benn,1.984126984126984,2.7777777777777777,0.7936507936507937,330
Fiaz Ahmed,3.0456852791878175,1.7241379310344827,-1.3215473481533349,1118
Firas Hussain,6.024096385542169,14.285714285714285,8.261617900172116,100
Fitri Sham,9.090909090909092,0.0,-9.090909090909092,125
Fiza,3.39943342776204,3.076923076923077,-0.32251035083896307,466
G Ayan,9.75609756097561,0.0,-9.75609756097561,112
G Bakiweyem,6.6115702479338845,16.666666666666664,10.05509641873278,138
G Burrows,3.2544378698224854,11.11111111111111,7.856673241288625,376
G Candiru,3.6809815950920246,0.0,-3.6809815950920246,194
G Cengiz,0.9090909090909091,25.0,24.09090909090909,124
G Chohan,9.565217391304348,0.0,-9.565217391304348,143
G Coetzee,9.821428571428571,0.0,-9.821428571428571,119
G Gambhir,3.2586558044806515,4.8,1.5413441955193483,4327
G Ganbold,8.0,5.714285714285714,-2.2857142857142856,127
G Gune,6.0606060606060606,0.0,-6.0606060606060606,187
G Ingabire,9.876543209876543,5.555555555555555,-4.320987654320987,112
G Ishimwe,3.245192307692308,5.185185185185185,1.9399928774928772,1071
G Kansonkho,5.723905723905724,2.857142857142857,-2.866762866762867,372
G Keles,3.508771929824561,14.285714285714285,10.776942355889723,132
G Kodali,7.4074074074074066,0.0,-7.4074074074074066,126
G Madanayake,1.89873417721519,0.0,-1.89873417721519,174
G Malla,4.671280276816609,3.571428571428571,-1.099851705388038,659
G Matome,3.508771929824561,2.127659574468085,-1.3811123553564761,751
G Mckeon,3.958333333333333,2.7027027027027026,-1.2556306306306304,560
G Motie,7.086614173228346,0.0,-7.086614173228346,138
G Murali,5.0,0.0,-5.0,106
G Ngegba,3.5211267605633805,9.090909090909092,5.569782330345712,329
G Obukor,3.977272727272727,4.545454545454546,0.5681818181818188,224
G Sesay,6.299212598425196,10.526315789473683,4.227103191048487,169
G Shukla,6.0606060606060606,0.0,-6.0606060606060606,152
G Singh,3.91304347826087,0.0,-3.91304347826087,256
G Stewart,4.435483870967742,0.0,-4.435483870967742,272
G Thakur,4.571428571428571,9.090909090909092,4.5194805194805205,199
G Venkateswaran,3.7037037037037033,8.333333333333332,4.629629629629629,189
G Voll,3.787878787878788,0.0,-3.787878787878788,150
G Wareham,6.0109289617486334,0.0,-6.0109289617486334,197
G Wetherall,3.902439024390244,15.384615384615385,11.482176360225141,246
GA Priandana,4.253214638971316,1.2987012987012987,-2.954513340270017,1196
GC Bhogle,3.1372549019607843,2.857142857142857,-0.28011204481792706,317
GC Murtaza,8.035714285714286,6.666666666666667,-1.3690476190476195,138
GC Smith,4.0,2.4390243902439024,-1.5609756097560976,1429
GC Wilson,4.74898236092266,6.0,1.2510176390773404,847
GD Arta,5.238095238095238,2.1739130434782608,-3.0641821946169774,515
GD Elliott,5.228758169934641,0.0,-5.228758169934641,159
GD Phillips,4.434250764525994,1.9230769230769231,-2.5111738414490707,1438
GE Plimmer,4.835164835164836,0.0,-4.835164835164836,508
GES Sullivan,5.617977528089887,0.0,-5.617977528089887,103
GF Linde,6.9306930693069315,0.0,-6.9306930693069315,215
GG Alta,7.43801652892562,0.0,-7.43801652892562,151
GH Dockrell,5.27027027027027,27.27272727272727,22.002457002457,784
GH Lewis,3.121852970795569,1.2658227848101267,-1.8560301859854422,2359
GH Vihari,5.244755244755245,11.76470588235294,6.519950637597695,331
GJ Bailey,3.9790575916230364,5.797101449275362,1.818043857652326,2088
GJ Delany,5.637982195845697,0.0,-5.637982195845697,730
GJ Maxwell,4.7281323877068555,6.666666666666667,1.9385342789598115,5866
GJ van Rensburg,4.597701149425287,7.142857142857142,2.5451559934318553,113
GK Berg,4.587155963302752,0.0,-4.587155963302752,124
GK Diviya,3.074670571010249,1.9867549668874174,-1.0879156041228317,937
GK Ghalley,6.756756756756757,3.0303030303030303,-3.7264537264537267,283
GL Mushi,2.857142857142857,0.0,-2.857142857142857,103
GM Harris,4.519774011299435,0.0,-4.519774011299435,367
GM Ntambalika,5.154639175257731,0.0,-5.154639175257731,105
GP Meade,4.580152671755725,3.8461538461538463,-0.7339988256018786,309
GPK Wijesingha,5.555555555555555,0.0,-5.555555555555555,106
GR Adair,4.081632653061225,0.0,-4.081632653061225,277
GR Russ,3.608247422680412,4.761904761904762,1.1536573392243499,243
GS Sandhu,7.4074074074074066,0.0,-7.4074074074074066,144
GS Sequeira,0.9090909090909091,0.0,-0.9090909090909091,126
GSNFG Jayasuriya,6.730769230769231,0.0,-6.730769230769231,228
GT Taylor,5.524861878453039,10.714285714285714,5.189423835832675,240
GWHM Perera,4.642857142857143,4.081632653061225,-0.5612244897959187,1034
Gaurav Tiwari,4.098360655737705,0.0,-4.098360655737705,301
Ghulam Abbas Butt,7.894736842105263,16.666666666666664,8.7719298245614,136
Ghulam Shabber,3.3057851239669422,0.0,-3.3057851239669422,136
Guido Angeletti,6.122448979591836,0.0,-6.122448979591836,118
Gull Feroza,4.382470119521913,0.0,-4.382470119521913,309
Gulsan Jha,5.75,0.0,-5.75,435
Gurdeep Singh,4.666666666666667,0.0,-4.666666666666667,181
Gurkeerat Singh,4.822335025380711,0.0,-4.822335025380711,436
Gurpratap Singh,6.451612903225806,0.0,-6.451612903225806,142
H Agarwal,2.564102564102564,4.25531914893617,1.6912165848336063,191
H Bhullar,6.504065040650407,4.761904761904762,-1.7421602787456454,158
H Carlyon,5.421686746987952,8.0,2.5783132530120483,571
H Davids,6.451612903225806,0.0,-6.451612903225806,138
H Deol,4.3624161073825505,4.166666666666666,-0.1957494407158844,355
H Deshan,4.790419161676647,20.0,15.209580838323353,184
H Dhavina,5.0,7.8431372549019605,2.8431372549019605,175
H Doriga,7.514450867052023,0.0,-7.514450867052023,218
H Goto,5.128205128205128,6.666666666666667,1.5384615384615392,380
H Hiri,5.116279069767442,0.0,-5.116279069767442,256
H Hotchandani,5.074626865671641,0.0,-5.074626865671641,397
H Ishimwe,5.3314121037463975,3.1746031746031744,-2.156808929143223,829
H Iwasaki,8.88888888888889,0.0,-8.88888888888889,258
H Karunaratne,2.9940119760479043,0.0,-2.9940119760479043,209
H Kaur,3.2492518170158182,3.3057851239669422,0.05653330695112402,2641
H Kerge,4.705882352941177,0.0,-4.705882352941177,227
H Kerr,5.6426332288401255,0.0,-5.6426332288401255,338
H Klaasen,4.734111543450065,0.0,-4.734111543450065,1637
H Lakov,2.445302445302445,8.0,5.5546975546975546,861
H Leko,3.0303030303030303,0.0,-3.0303030303030303,143
H Lin Aung,8.0,8.16326530612245,0.16326530612244916,314
H Lin Oo,4.891304347826087,4.545454545454546,-0.34584980237154106,230
H Madavi,3.0006978367062107,3.5398230088495577,0.539125172143347,1704
H Masakadza,4.545454545454546,1.3333333333333335,-3.2121212121212124,1140
H Niaz,9.523809523809524,0.0,-9.523809523809524,123
H Patel,3.910614525139665,14.285714285714285,10.37509976057462,203
H Rashid,5.88235294117647,0.0,-5.88235294117647,120
H Rathod,2.857142857142857,0.0,-2.857142857142857,157
H Singh,5.555555555555555,0.0,-5.555555555555555,469
H Thaker,5.070993914807302,11.76470588235294,6.693711967545638,539
H Venkataram,0.9615384615384616,0.0,-0.9615384615384616,124
HA Jackson,4.823151125401929,6.666666666666667,1.843515541264738,378
HAM Shah,3.155006858710562,2.0408163265306123,-1.1141905321799497,845
HASD Siriwardene,5.065123010130246,0.0,-5.065123010130246,794
HB Dickson,4.787234042553192,0.0,-4.787234042553192,203
HB Kayondo,4.123711340206185,0.0,-4.123711340206185,105
HC Brook,4.963680387409201,3.4482758620689653,-1.5154045253402355,902
HC Knight,3.7544696066746126,2.941176470588235,-0.8132931360863775,1862
HD Rutherford,4.166666666666666,33.33333333333333,29.166666666666664,107
HD Weibgen,4.294478527607362,0.0,-4.294478527607362,174
HDJ Siegers,4.9813200498132,5.405405405405405,0.4240853555922053,917
